FROM_BENG	ব্রাহ্মীকে	brāhmīkē
TO_BENG	brāhmīkē	ব্রাহ্মীকে

# sat-Beng specific <SIGN AA, NUKTA>
FROM_BENG	গিদরা়	gidarạ̄
TO_BENG	gidarạ̄	গিদরা়

FROM_DEVA	ब्राह्मिक	brāhmika
TO_DEVA	brāhmika	ब्राह्मिक

FROM_GUJR	બ્રાહ્મીક	brāhmīka
TO_GUJR	brāhmīka	બ્રાહ્મીક

FROM_GURU	ਬ੍ਰਾਹਮਿਕ	brāhamika
TO_GURU	brāhamika	ਬ੍ਰਾਹਮਿਕ

FROM_KNDA	ಬ್ರಾಹ್ಮಿಕ್	brāhmik
TO_KNDA	brāhmik	ಬ್ರಾಹ್ಮಿಕ್

FROM_MLYM	ബ്രാഹ്മിക്	brāhmik
TO_MLYM	brāhmik	ബ്രാഹ്മിക്

FROM_ORYA	ବ୍ରାହ୍ମୀସି	brāhmīsi
TO_ORYA	brāhmīsi	ବ୍ରାହ୍ମୀସି

FROM_SINH	බ්රාහ්මික්	brāhmik
FROM_SINH	සිංහල	siṁhala
TO_SINH	brāhmik	බ්රාහ්මික්

FROM_TAML	பிராமிக்	pirāmik
TO_TAML	pirāmik	பிராமிக்

FROM_TELU	బ్రహ్మికి	brahmiki
TO_TELU	brahmiki	బ్రహ్మికి

FROM_BRAHMIC	ব্রাহ্মীকে	brāhmīkē
FROM_BRAHMIC	ब्राह्मिक	brāhmika
FROM_BRAHMIC	अधे़ड	adʰēˑḍa
FROM_BRAHMIC	ॲलन	ælana

# Out of script characters are pass through
FROM_BRAHMIC	Abæ ॲलन	Abæ ælana

FROM_BRAHMIC	ാം	-āṁ
FROM_BRAHMIC	മൂൺ	mūṇⸯ
FROM_BRAHMIC	ൻ്റെ	nⸯ˘ṟe
FROM_BRAHMIC	ത്തു്	ttu˘
FROM_BRAHMIC	ഡൈ്വ	ḍai˘va
FROM_BRAHMIC	അ്	a˘
FROM_BRAHMIC	ക	ka
FROM_BRAHMIC	മ്അ	m.a
FROM_BRAHMIC	ന്അ	n.a
FROM_BRAHMIC	ക്‌ക	k|ka
FROM_BRAHMIC	കൌ	kau̯
FROM_BRAHMIC	രംഗ	raṁga

# Bengali foreign word transliteration
FROM_BRAHMIC	র‍্যাল	rỹāla
FROM_BRAHMIC	বৈচিত্র‍্যে	baicitrỹē
FROM_BRAHMIC	অ্যাড	æḍa
FROM_BRAHMIC	এ্যালজিও	êlaji.ō

# Kannada foreign vowel transliteration
FROM_BRAHMIC	ಆ್ಯಪ್	æp
TO_KNDA	æp	ಆ್ಯಪ್

# Reversible notation for adjoining vowels:
FROM_BRAHMIC	आईईईई	ā.ī.ī.ī.ī
FROM_BRAHMIC	आईडीबीआई	ā.īḍībī.ā.ī
FROM_BRAHMIC	കഇഇഇ	ka.i.i.i
FROM_BRAHMIC	ക്ഇഇഇ	k.i.i.i

# Rewrite of aspirated consonants:
FROM_BRAHMIC	घऔ	gʰa.au
FROM_BRAHMIC	गहाउ	gahā.u
TO_DEVA	gʰa.au	घऔ
TO_DEVA	gahā.u	गहाउ

TO_MLYM	-āṁ	ാം
TO_MLYM	mūṇⸯ	മൂൺ
TO_MLYM	nⸯ˘ṟe	ൻ്റെ
TO_MLYM	ttu˘	ത്തു്
TO_MLYM	ḍai˘va	ഡൈ്വ
TO_MLYM	a˘	അ്
TO_MLYM	m.a	മ്അ
TO_MLYM	ka	ക
TO_MLYM	k|ka	ക്‌ക
TO_MLYM	kau̯	കൌ

# Rewrite only Brahmic characters if they are mixed with Latin.
FROM_BRAHMIC	AघऔB	Agʰa.auB

# Test Devanagari Eyelash Ra modern encoding and legacy encoding
FROM_BRAHMIC	दऱ्या	dar̆yā
FROM_BRAHMIC	दर्‍या	dar+yā

# Chillus/Khanta TA with a preceding Virama
FROM_MLYM	കെയ്ൻ	keynⸯ
FROM_BENG	বেন্ডনর্ৎস	bēnḍanartⸯsa

# Kokborok specific examples:

# For vowel letter aw
FROM_BENG	অৗইকৗ	a͟w.ikă

# For vowel letter ua
FROM_BENG	কম্পিউারে	kampi.u͟arē

# Santali specific examples:

# আৗ for ᱟᱹ
FROM_BENG	আৗডী	ăḍī
FROM_BENG	তাহৗন	tāhăna
FROM_BENG	কৗল	kăla

# অঁ for ᱚᱸ
FROM_BENG	মৗঁঝী	măm̐jʰī
FROM_BENG	মৗঁর্ডী	măm̐rḍī
FROM_BENG	মৗঁইজিউই	măm̐iji.u.i
FROM_BENG	নিঃহৗঁত	niḥhăm̐ta

# ------------------------------------------------------------------------------
# Meetei Mayek (Manipuri):
# ------------------------------------------------------------------------------
FROM_MTEI	ꯑꯩꯅ	eina
FROM_MTEI	ꯀꯣꯛ	kok'
FROM_MTEI	ꯁꯝ	sam'
FROM_MTEI	ꯑꯇꯤꯌꯥ	Atiyā
FROM_MTEI	ꯆꯤꯟ	cʰin'
FROM_MTEI	ꯒ꯭ꯂꯥꯁ	glāsa
FROM_MTEI	ꯀꯐꯣꯢ	kapʰoi'
FROM_MTEI	ꯀꯨꯁꯨꯝꯂꯩ	kusum'lei
FROM_MTEI	ꯀꯦꯇꯨꯀꯤ	ketuki
FROM_MTEI	ꯀꯦꯇꯦꯀꯤ	keteki
FROM_MTEI	ꯀꯣꯝꯂꯥ	kom'lā
FROM_MTEI	ꯁꯤꯡ	siṅ'
FROM_MTEI	ꯂꯩꯁꯥꯕꯤ	leisābi
FROM_MTEI	ꯃꯌꯥꯡꯇꯣꯟ	mayāṅ'ton'
FROM_MTEI	ꯃꯦꯊꯤ	metʰi
FROM_MTEI	ꯄꯨꯗꯤꯅꯥ	pudinā
FROM_MTEI	ꯅꯨꯁꯤꯍꯤꯗꯥꯛ	nusihidāk'
FROM_MTEI	ꯆꯝꯄ꯭ꯔꯥ	cʰam'prā
FROM_MTEI	ꯇꯨꯜꯁꯤꯄꯝꯕꯤ	tul'sipam'bi
FROM_MTEI	ꯌꯥꯢꯉꯪ	yāi'ṅaṁ
FROM_MTEI	ꯍꯩꯅꯧ	heinou
FROM_MTEI	ꯎꯁꯤꯡꯁꯥ	Usiṅ'sā
FROM_MTEI	ꯑꯗꯨꯔꯒꯨꯂꯥꯕ	Aduragulāba
FROM_MTEI	ꯒꯨꯂꯥꯕ	gulāba
FROM_MTEI	ꯖꯥꯢꯐꯜ	jāi'pʰal'
FROM_MTEI	ꯀꯥꯡ	kāṅ'
FROM_MTEI	ꯀꯥ꯬ꯉ	kā^ṅa
FROM_MTEI	ꯂꯦꯡꯖꯨꯝ	leṅ'jum'
TO_MTEI	eina	ꯑꯩꯅ
TO_MTEI	kok'	ꯀꯣꯛ
TO_MTEI	sam'	ꯁꯝ
TO_MTEI	Atiyā	ꯑꯇꯤꯌꯥ
TO_MTEI	cʰin'	ꯆꯤꯟ
TO_MTEI	glāsa	ꯒ꯭ꯂꯥꯁ
TO_MTEI	kapʰoi'	ꯀꯐꯣꯢ
TO_MTEI	kusum'lei	ꯀꯨꯁꯨꯝꯂꯩ
TO_MTEI	ketuki	ꯀꯦꯇꯨꯀꯤ
TO_MTEI	keteki	ꯀꯦꯇꯦꯀꯤ
TO_MTEI	kom'lā	ꯀꯣꯝꯂꯥ
