# Reading normalization test data.

# -----------
# Arabic(MSA)
# -----------

# TEH WITH THREE DOTS ABOVE DOWNWARDS → TEH
AR	المعلوماٽ	المعلومات

# FARSI YEH → YEH
AR	الأخیرة	الأخيرة

# -------
# Balochi
# -------

# TEH WITH THREE DOTS ABOVE DOWNWARDS → TEH
BAL	دئیٽ	دئیت

# ----
# Urdu
# ----

# TEH MARBUTA GOAL
UR	صورة	صورۃ

# WAVY HAMZA → HAMZA
UR	حیثیٲت	حیثیأت
UR	ٳيميلي	إیمیلی

# YEH → FARSI YEH
UR	ہيں	ہیں
UR	تھي	تھی

# ----
# Dari
# ----

# TEH WITH THREE DOTS ABOVE DOWNWARDS → TEH
PRS	آناٽولی	آناتولی

# --------
# Kashmiri
# --------

# BEH
KS	چٮ۪ن	چبن
KS	ہٮ۪کُن	ہبکُن
KS	کٮ۪نن	کبنن
KS	گرٮ۪ز	گربز

# KASHMIRI YEH
KS	بیٹۍ	بیٹؠ
KS	ھۍتک	ھؠتک
KS	ۍنو	ؠنو

# WAW WITH RING
KS	یۅس	یۄس
KS	کۅدش	کۄدش
KS	مۅختہٕ	مۄختہٕ

# FARSI YEH + SUPERSCRIPT ALEF
KS	حَتّٰى	حَتّٰیٰ
KS	ثى۪قہ	ثیٰ۪قہ
KS	حَتّى	حَتّیٰ

# KEHEH
KS	لكل	لکل
KS	يكلف	یکلف
KS	وذلك	وذلک

# YEH → FARSI YEH
KS	يُرِيدُ	یُرِیدُ
KS	يبيع	یبیع
KS	مَرِيضًا	مَرِیضًا
KS	تِتھي	تِتھی

# ------
# Sindhi
# ------

# TEH MARBUTA GOAL
SD	دراسة	دراسۃ
SD	حجة	حجۃ
SD	مشڪوٰة	مشڪوٰۃ

# YEH + SUPERSCRIPT ALEF
SD	وهى	وہيٰ
SD	عيسى	عيسيٰ

# YEH
SD	اڏمي	اڏمي
SD	بجيٽُ	بجيٽُ
SD	گيزلين	گيزلين

# HEH GOAL
SD	ڳڙهه	ڳڙہہ
SD	بهاريءَ	بہاريءَ
SD	ڳوهه	ڳوہہ

# -------
# Panjabi
# -------

# YEH → FARSI YEH
PA	پرائيمیٹ	پرائیمیٹ
PA	گيا	گیا
PA	کئي	کئی
PA	يار	یار

# ----------------
# Kurdish (Sorani)
# ----------------
# TODO: Double-check that these are indeed Kurdish (rather than
# Persian) words.

# KEHEH
CKB	ئێكێ‌	ئێکێ‌
CKB	لەكەس	لەکەس
CKB	كەمت	کەمت
CKB	لەشڪر	لەشکر
CKB	ڪەڵک	کەڵک

# ALEF
CKB	خلجآن	خلجان
CKB	پکآپ	پکاپ
CKB	بةبآ	بەبا
CKB	إِلَی	اِلَی
CKB	إیراد	ایراد
CKB	لنشأة	لنشاە
CKB	رأیتُ	رایتُ
CKB	الأولى	الاولى

# FARSI YEH
CKB	سورياى	سوریاى
CKB	زەريا	زەریا
CKB	رِيزى	رِیزى

# AE
CKB	بةبآ	بەبا
CKB	بيَرة	بیَرە
CKB	یةحیا	یەحیا

# OE
CKB	دؤخة	دۆخە
CKB	خؤشه	خۆشه
CKB	ثؤلى	ثۆلى

# TEH WITH THREE DOTS ABOVE DOWNWARDS → TEH
CKB	الكويٽية	الکویتیە

# ----------------
# Pashto
# ----------------

# FARSI YEH → YEH
PS	بفوریت	بفوريت

# ----------------
# Persian
# ----------------

# FARSI YEH
FA	برگردانيد	برگردانید
FA	اگربپذيريد	اگربپذیرید
FA	گويش	گویش

# KEHEH
FA	ماداگاسكار	ماداگاسکار
FA	كشند	کشند
FA	فيزيك	فیزیک

# TEH MARBUTA
FA	تذکرۃ	تذکرة

# REH
FA	گورانی‌چڕ	گورانی‌چڕ

# WAW
FA	مؤسسه	موسسه

# TEH WITH THREE DOTS ABOVE DOWNWARDS → TEH
FA	آئینهاسٽ	آئینهاست

# ----------------
# Uyghur
# ----------------

# FARSI YEH → YEH
UG	سای	ساي
