# Unit tests for NFC of abjad / alphabet script languages.

# ALEF WITH MADDA ABOVE
ARAB	آپ	آپ
ARAB	درآمد	درآمد

# ALEF WITH HAMZA ABOVE
ARAB	غالبأ	غالبأ

# ALEF WITH HAMZA BELOW
ARAB	علإ	علإ
ARAB	علإمژ	علإمژ
ARAB	الإبراهيم	الإبراهيم

# WAW WITH HAMZA ABOVE
ARAB	بناؤ	بناؤ

# ARABIC LETTER HEH GOAL WITH HAMZA ABOVE
ARAB	نقطۂ	نقطۂ

# ARABIC LETTER YEH BARREE WITH HAMZA ABOVE
ARAB	کۓ	کۓ

# ALEF MADDAH + HAMZA BELOW -> ALEF HAMZA BELOW + MADDAH
ARAB	إٓئیکن	إٓئیکن

# ALEF + SUPERSCRIPT ALEF + MADDHA -> ALEF MADDHA + SUPERSCRIPT ALEF
ARAB	آٰئی	آٰئی

# Pass-through deprecated letter: ALEF WITH WAVY HAMZA BELOW
ARAB	كٳم	كٳم

# Keeping multiple combining marks on a letter in the canonical order

# TODO: Change this example input to SHADDA, SHADDA, FATHA, FATHA.
# This is not currently supported as SHADDA, FATHA reordering is applied only
# once that generates SHADDA, FATHA, SHADDA, FATHA which is not fully NFC'ed.
ARAB	تعذََّّر	تعذََّّر

# FATHA, SHADDA
ARAB	مصمَّم	مصمَّم

# FATHA, KASRA
ARAB	ہَِیں	ہَِیں

# FATHA, DAMMA
ARAB	گَُراني	گَُراني

# FATHA, SHADDA, KASRA
ARAB	غيَِّر	غيَِّر

# FATHATAN, FATHA
ARAB	تلقائيًَا	تلقائيًَا

# FATHATAN, KASRA
ARAB	حاليًِا	حاليًِا

# FATHATAN, KASRATAN
ARAB	نهمًٍه	نهمًٍه

# FATHATAN, SHADDA
ARAB	ردًّا	ردًّا

# KASRA, SHADDA
ARAB	حدِّد	حدِّد

# KASRA, SMALL HIGH TAH
ARAB	اِؕس	اِؕس

# KASRA, SUKUN
ARAB	يُمِْكِنُنِي	يُمِْكِنُنِي

# KASRATAN, SHADDA
ARAB	بأيٍّ	بأيٍّ

# KASRATAN, KASRA
ARAB	جارٍِ	جارٍِ

# KASRATAN, FATHA
ARAB	حدٍَ	حدٍَ

# DAMMATAN, DAMMA
ARAB	التحقٌُّق	التحقٌُّق

# DAMMATAN, SHADDA
ARAB	كلٌّ	كلٌّ

# DAMMA, SMALL HIGH DOTLESS HEAD OF KHAH
ARAB	ٿاُۡ	ٿاُۡ

# DAMMA, SHADDA
ARAB	توفُّر	توفُّر

# SHADDA, SUKUN
ARAB	نظاميّْ	نظاميّْ
