######################################
# Rewrites from Unicode standards text

# Devanagari Vowel Letters
# Unicode Standard Version 12.0: Chapter 12.1: Table 12-1

# A, SIGN (AU|OOE|AW) → AU|OOE|AW
अौ	औ
अऻ	ॴ
अॏ	ॵ

# AA, SIGN (OE|AY) → OOE|AW
आऺ	ॴ
आꣿ	ॵ

# A, SIGN AA, SIGN (Candra E|Short E|E|AY) → Candra O|Short O|O|AW
अॉ	ऑ
अाॆ	ऒ
अाे	ओ
अाꣿ	ॵ

# CANDRA O, SIGN (ANUSVARA|CANDRABINDU) → AA, SIGN CANDRABINDU
ऑं	आँ
ऑँ	आँ

# A, SIGN CANDRA O, SIGN (ANUSVARA|CANDRABINDU) → AA, SIGN CANDRABINDU
अॉं	आँ
अॉँ	आँ

# AA, SIGN CANDRA E, SIGN (ANUSVARA|CANDRABINDU) → AA, SIGN CANDRABINDU
आॅं	आँ
आॅँ	आँ

# A, SIGN AA, SIGN CANDRA E, SIGN (ANUSVARA|CANDRABINDU) → AA, SIGN CANDRABINDU
अाॅं	आँ
अाॅँ	आँ

# E, SIGN AY → AY
एꣿ	ꣾ

# CANDRA E, SIGN (ANUSVARA|CANDRABINDU) → E, SIGN CANDRABINDU
ऍं	एँ
ऍँ	एँ

# E, SIGN CANDRA E, SIGN (ANUSVARA|CANDRABINDU) → E, SIGN CANDRABINDU
एॅं	एँ
एॅँ	एँ

# Sign Interaction Representation Visual Norm

# COMBINING CANDRABINDU → SIGN CANDRABINDU
̐	ँ

# SIGN CANDRA E, SIGN (ANUSVARA|CANDRABINDU) → SIGN CANDRABINDU
ॅं	ँ
ॅँ	ँ

# SIGN CANDRA O, SIGN (ANUSVARA|CANDRABINDU) → SIGN AA, SIGN CANDRABINDU
ॉं	ाँ
ॉँ	ाँ

# SIGN A, SIGN CANDRA E, SIGN (ANUSVARA|CANDRABINDU) → SIGN AA, SIGN CANDRABINDU
ाॅं	ाँ
ाॅँ	ाँ

# SIGN AA, SIGN (Candra E|Short E|E|AI|OE|AY) → SIGN (Candra O|Short O|O|AU|OOE|AW)
ाॅ	ॉ
ाॆ	ॊ
ाे	ो
ाै	ौ
ाऺ	ऻ
ाꣿ	ॏ

# Above sequences with order reversed
# SIGN (Candra E|Short E|E|AI|OE|AY), SIGN AA → SIGN (Candra O|Short O|O|AU|OOE|AW)
ॅा	ॉ
ॆा	ॊ
ेा	ो
ैा	ौ
ऺा	ऻ
ꣿा	ॏ

# VIRAMA, NUKTA → NUKTA, VIRAMA
़्	़्

# (GA|JA|DA|BA), ANUDATTA → GGA|JJA|DDDA|BBA
ग॒	ॻ
ज॒	ॼ
ड॒	ॾ
ब॒	ॿ

## Soft overlaps:
# SIGN E overlapping over other signs
ेि	ि
ेॅ	ॅ
ेै	ै

# AU, SIGN E → AU
औे	औ

## Totally invisible repeats

# (Candra E|Short E|AI|AY), SIGN (Candra E|Short E|E|AY) → Candra E|Short E|AI|AY
ऍॅ	ऍ
ऎॆ	ऎ
ऐे	ऐ
ꣾꣿ	ꣾ

# SIGN (Candra O|Short O|O|AU|OOE|AW), SIGN (Candra E|Short E|E|AI|OE|AY) → SIGN (Candra O|Short O|O|AU|OOE|AW)
ॉॅ	ॉ
ॊॆ	ॊ
ोे	ो
ौै	ौ
ऻऺ	ऻ
ॏꣿ	ॏ

# (Candra O|Short O|O|AU|OOE|AW), SIGN (Candra E|Short E|E|AI|OE|AY) → Candra O|Short O|O|AU|OOE|AW
ऑॅ	ऑ
ऒॆ	ऒ
ओे	ओ
औै	औ
ॴऺ	ॴ

# Exceptional NFC nukta-composed forms:
# (NNA|RRA|LLA), NUKTA → NNA|RRA|LLA
ऩ़	ऩ
ऱ़	ऱ
ऴ़	ऴ
